index,carat,depth,table,x,y,z,price,cutne,colorne,clarityne
401,0.55,60.1,59.0,5.36,5.29,3.2,1735,3,1,5
402,1.5,62.6,59.0,7.22,7.31,4.55,12870,4,2,5
403,1.15,58.8,58.0,6.9,6.87,4.05,6917,3,4,7
404,0.56,60.0,55.0,5.43,5.4,3.25,2352,2,1,4
405,1.58,62.5,55.0,7.39,7.45,4.64,11428,2,0,3
406,0.71,62.9,57.0,5.66,5.7,3.57,2573,4,1,2
407,0.39,63.3,56.0,4.6,4.63,2.92,581,1,6,5
408,0.5,66.5,60.0,4.93,4.85,3.25,1155,0,4,4
409,0.71,60.8,60.0,5.75,5.69,3.48,2629,3,1,2
410,0.53,61.6,55.0,5.2,5.22,3.21,1678,2,4,4
411,0.5,61.1,58.0,5.09,5.13,3.12,1185,2,1,3
412,0.5,63.9,56.0,5.02,4.93,3.18,1257,1,0,2
413,2.3,61.8,60.0,8.47,8.39,5.21,18239,3,5,5
414,0.46,61.3,57.0,4.99,5.02,3.07,1081,4,1,5
415,0.32,61.6,55.0,4.43,4.5,2.75,665,2,3,4
416,0.31,63.1,56.0,4.37,4.31,2.74,698,4,3,5
417,0.35,61.9,56.0,4.53,4.51,2.8,1063,2,1,4
418,1.55,62.6,59.0,7.35,7.4,4.62,8593,3,6,4
419,0.33,58.3,62.0,4.49,4.57,2.64,886,4,1,4
420,1.01,63.4,60.0,6.37,6.31,4.02,6787,4,1,5
421,0.71,62.5,56.0,5.65,5.68,3.54,2594,4,4,7
422,1.16,60.4,59.0,6.89,6.82,4.14,5457,3,5,4
423,0.9,65.2,59.0,6.05,6.01,3.93,3250,0,3,2
424,0.49,62.3,55.0,5.03,5.05,3.14,1934,2,0,4
425,1.32,61.1,57.0,7.07,7.13,4.34,9408,2,3,5
426,1.0,59.3,66.0,6.44,6.51,3.84,3975,0,2,3
427,2.46,63.0,56.0,8.6,8.52,5.44,15745,2,3,3
428,0.38,61.9,59.0,4.61,4.66,2.87,800,4,2,5
429,0.38,63.3,57.0,4.58,4.62,2.91,633,1,4,2
430,1.52,63.6,54.0,7.33,7.22,4.63,10664,1,2,2
431,1.03,62.0,58.0,6.47,6.52,4.03,3378,3,6,3
432,1.01,63.3,57.0,6.41,6.33,4.03,6533,4,2,5
433,0.41,60.4,58.0,4.8,4.84,2.91,1115,3,2,7
434,0.7,62.7,58.0,5.61,5.65,3.53,2288,4,5,4
435,0.26,62.4,56.0,4.08,4.1,2.55,423,4,3,4
436,0.78,64.6,56.0,5.86,5.79,3.76,2359,0,3,2
437,0.31,61.5,56.0,4.41,4.34,2.69,802,3,2,5
438,1.2,62.0,56.0,6.86,6.81,4.24,6666,2,4,5
439,1.08,60.5,57.0,6.63,6.67,4.02,6426,2,4,2
440,1.3,62.8,55.2,6.94,6.97,4.36,9232,2,4,6
441,1.05,59.7,55.0,6.66,6.73,4.0,11417,4,2,1
442,1.01,61.0,60.0,6.42,6.46,3.93,5067,4,2,3
443,0.75,62.2,55.0,5.87,5.8,3.63,2760,2,3,2
444,0.77,62.0,57.0,5.84,5.87,3.63,2257,2,6,2
445,0.91,62.2,60.0,6.13,6.21,3.84,4759,4,1,5
446,0.78,57.9,62.0,6.06,6.03,3.5,2723,1,1,2
447,0.33,60.0,57.0,4.5,4.47,2.69,802,2,1,4
448,1.01,62.9,60.0,6.33,6.22,3.95,4559,3,4,5
449,0.3,62.5,57.0,4.26,4.28,2.67,670,4,0,5
450,0.3,62.0,55.0,4.28,4.32,2.67,533,4,4,7
451,0.44,61.9,57.0,4.83,4.9,3.01,694,4,6,4
452,0.4,62.4,59.0,4.72,4.7,2.94,1050,3,0,5
453,0.9,64.7,54.0,6.09,6.03,3.92,3931,0,2,5
454,0.42,61.4,56.0,4.84,4.8,2.96,1103,2,0,5
455,0.41,59.9,58.0,4.87,4.81,2.9,1061,3,5,7
456,1.52,60.8,60.0,7.42,7.36,4.49,9193,3,1,3
457,1.02,62.2,61.0,6.41,6.48,4.01,3639,1,6,3
458,0.36,60.6,56.0,4.62,4.67,2.81,664,2,3,5
459,0.53,61.6,54.0,5.22,5.26,3.23,1020,2,4,3
460,0.34,59.0,62.0,4.6,4.56,2.7,1071,3,3,6
461,0.43,61.8,55.0,4.85,4.89,3.01,795,2,3,2
462,1.05,59.3,58.0,6.74,6.68,3.98,6174,3,0,2
463,0.54,61.0,56.0,5.27,5.32,3.23,1615,2,2,5
464,0.31,62.3,57.0,4.37,4.33,2.71,523,3,3,3
465,0.3,64.1,57.0,4.25,4.3,2.74,391,1,5,2
466,1.0,63.9,55.0,6.34,6.28,4.03,6028,1,3,4
467,1.0,62.6,58.0,6.34,6.38,3.98,4725,4,3,3
468,1.2,61.5,57.0,6.91,6.82,4.22,6581,2,5,7
469,0.33,62.1,55.0,4.46,4.5,2.78,730,2,4,6
470,1.53,61.4,59.0,7.4,7.42,4.55,15275,2,3,7
471,1.51,59.8,58.0,7.55,7.52,4.47,14482,3,1,5
472,1.01,61.6,59.0,6.38,6.32,3.91,6271,3,0,5
473,1.01,62.0,63.0,6.34,6.25,3.9,3137,4,3,2
474,0.57,60.2,59.0,5.38,5.42,3.25,1642,2,3,5
475,0.5,62.0,55.0,5.08,5.11,3.16,982,2,5,2
476,0.33,61.9,56.0,4.44,4.48,2.76,856,4,0,7
477,0.44,60.2,59.0,4.93,4.91,2.96,1232,3,0,4
478,0.72,63.5,59.0,5.66,5.61,3.58,2376,4,1,3
479,0.32,62.2,54.0,4.4,4.44,2.75,943,2,2,1
480,1.01,60.7,58.0,6.5,6.48,3.94,5525,3,1,2
481,1.01,65.0,57.0,6.3,6.22,4.07,5385,0,0,2
482,1.5,62.3,60.0,7.25,7.19,4.5,9479,3,5,5
483,1.0,59.1,62.0,6.42,6.45,3.8,6369,1,3,5
484,1.08,58.9,58.0,6.69,6.75,3.96,6708,1,3,5
485,0.3,63.6,56.0,4.26,4.29,2.72,605,1,4,7
486,0.34,59.5,59.0,4.55,4.59,2.72,537,3,5,4
487,0.52,61.5,56.0,5.19,5.21,3.2,1981,2,2,5
488,0.91,62.0,56.0,6.19,6.22,3.85,4337,2,4,2
489,1.5,61.6,57.0,7.34,7.24,4.49,7627,2,4,2
490,1.25,63.5,57.0,6.73,6.65,4.25,4060,4,4,3
491,0.4,62.2,63.0,4.66,4.69,2.91,936,1,2,7
492,2.31,62.3,61.0,8.55,8.43,5.29,17451,3,6,4
493,0.9,61.7,60.0,6.11,6.2,3.8,4872,4,3,4
494,0.32,61.8,57.0,4.35,4.36,2.69,758,4,0,5
495,0.7,62.9,57.0,5.64,5.61,3.53,2184,3,2,3
496,1.01,62.3,59.0,6.41,6.37,3.98,4518,2,5,2
497,0.55,63.6,61.0,5.22,5.16,3.3,1213,1,3,2
498,0.31,62.1,54.0,4.4,4.36,2.72,804,2,0,5
499,0.27,61.5,56.0,4.15,4.18,2.56,586,2,0,7
500,0.4,61.9,59.0,4.75,4.72,2.93,975,3,1,5
501,0.6,62.1,57.0,5.37,5.39,3.34,1772,4,2,5
502,0.4,60.5,57.0,4.79,4.76,2.89,1080,2,5,6
503,1.2,62.0,55.0,6.81,6.87,4.24,9625,2,3,4
504,1.09,61.6,58.0,6.61,6.57,4.06,5799,3,0,2
505,0.67,62.1,54.0,5.61,5.66,3.5,1550,2,4,2
506,0.7,61.0,59.0,5.74,5.7,3.49,3199,3,1,5
507,0.52,61.5,56.0,5.19,5.16,3.18,1357,2,5,4
508,0.33,61.9,58.0,4.45,4.43,2.75,743,3,4,4
509,0.7,60.2,62.0,5.71,5.75,3.45,2843,4,1,5
510,0.57,62.1,58.0,5.28,5.32,3.29,1397,4,1,2
511,1.01,62.4,60.0,6.35,6.32,3.95,5002,3,1,2
512,0.54,62.0,56.0,5.23,5.27,3.25,1920,2,3,7
513,2.01,59.5,58.0,8.21,8.18,4.88,14502,3,2,2
514,0.31,61.6,56.0,4.37,4.4,2.7,839,2,3,1
515,1.01,64.7,54.0,6.33,6.28,4.08,6759,0,2,4
516,0.32,61.9,59.0,4.38,4.41,2.72,449,4,4,2
517,1.01,60.8,56.0,6.53,6.47,3.95,6346,2,1,2
518,0.91,62.6,55.0,6.2,6.23,3.89,5261,2,2,5
519,0.5,60.7,58.0,5.16,5.12,3.12,1654,3,2,5
520,1.2,66.2,55.0,6.61,6.51,4.34,3011,0,5,0
521,1.11,61.2,59.0,6.74,6.66,4.1,4755,3,3,3
522,0.33,63.1,57.0,4.38,4.4,2.77,666,1,3,4
523,1.04,61.9,57.0,6.48,6.5,4.02,6628,2,3,5
524,1.0,62.8,57.0,6.39,6.35,4.0,4144,3,6,4
525,0.33,62.3,58.0,4.41,4.45,2.76,666,3,3,4
526,0.56,60.7,57.0,5.31,5.34,3.23,1819,2,1,5
527,0.32,61.3,54.0,4.42,4.45,2.72,779,2,1,7
528,0.7,60.8,58.0,5.74,5.7,3.48,2697,3,1,5
529,0.4,62.3,55.0,4.74,4.76,2.96,1229,2,3,1
530,1.35,62.2,56.0,7.02,7.06,4.38,6088,4,4,3
531,0.43,61.0,58.0,4.83,4.88,2.96,774,3,0,2
532,0.91,62.7,59.0,6.16,6.22,3.88,3298,4,0,3
533,0.77,61.5,55.0,5.88,5.92,3.63,3321,2,2,2
534,0.9,62.2,59.0,6.21,6.16,3.88,4259,3,1,2
535,0.35,60.7,56.0,4.57,4.59,2.78,667,2,1,2
536,1.06,62.0,57.0,6.52,6.54,4.05,11837,2,0,7
537,2.06,64.1,56.0,8.09,7.97,5.15,11854,1,6,2
538,0.39,62.1,53.0,4.69,4.72,2.92,719,2,1,2
539,1.0,60.0,60.0,6.44,6.49,3.88,7281,4,0,4
540,1.0,63.5,59.0,6.35,6.32,4.02,4295,4,0,3
541,0.31,61.3,55.0,4.34,4.37,2.67,435,2,1,3
542,1.02,58.8,57.0,6.61,6.55,3.87,3142,2,4,3
543,0.9,61.3,58.0,6.13,6.08,3.74,3714,3,2,2
544,0.25,59.4,62.0,4.12,4.13,2.45,548,4,2,1
545,1.04,60.3,62.0,6.5,6.56,3.94,4084,4,3,3
546,0.53,61.9,56.0,5.21,5.19,3.22,1813,2,3,4
547,0.31,61.8,58.0,4.29,4.35,2.67,592,4,2,4
548,0.7,64.1,56.0,5.64,5.59,3.6,1935,1,3,3
549,0.54,61.5,56.0,5.24,5.26,3.23,1147,2,5,4
550,0.41,62.6,59.0,4.76,4.73,2.97,1061,3,3,5
551,0.71,61.2,58.0,5.71,5.79,3.52,2891,4,1,5
552,1.21,59.9,59.0,6.92,6.86,4.13,4841,3,6,5
553,1.84,62.4,56.0,7.84,7.8,4.89,8828,2,6,4
554,0.24,58.0,60.0,4.08,4.12,2.38,526,1,1,6
555,1.25,61.0,59.0,6.89,6.98,4.23,5975,3,5,5
556,0.32,62.3,55.0,4.38,4.42,2.74,589,4,0,2
557,0.53,63.7,55.0,5.15,5.12,3.27,1727,1,1,5
558,0.35,62.1,56.0,4.54,4.57,2.82,833,4,3,1
559,2.48,63.3,56.0,8.6,8.55,5.43,17893,4,4,2
560,0.32,61.9,59.0,4.34,4.39,2.7,926,4,2,6
561,1.02,61.8,56.0,6.42,6.46,3.98,9286,2,3,7
562,0.32,61.7,61.0,4.38,4.43,2.72,561,4,4,4
563,1.5,62.8,57.0,7.19,7.3,4.55,9996,4,3,2
564,0.7,61.8,55.0,5.71,5.68,3.52,2222,3,0,3
565,1.6,59.8,54.0,7.75,7.63,4.6,16547,2,3,1
566,0.3,62.8,58.0,4.25,4.28,2.68,605,4,2,5
567,0.36,60.1,59.0,4.62,4.66,2.78,825,4,2,4
568,1.37,58.3,60.0,7.35,7.3,4.27,10412,3,3,4
569,0.43,59.8,58.0,4.89,4.94,2.94,905,3,2,5
570,1.25,60.7,56.0,6.98,7.05,4.26,8226,2,3,2
571,0.6,61.5,58.0,5.38,5.41,3.32,1646,2,2,2
572,1.5,62.3,60.0,7.27,7.2,4.51,14179,3,1,5
573,0.5,61.7,56.0,5.12,5.14,3.16,1844,2,0,5
574,0.34,60.0,59.0,4.5,4.56,2.72,730,4,0,5
575,0.71,61.1,57.0,5.79,5.73,3.52,2307,2,3,2
576,0.3,61.6,61.0,4.28,4.23,2.62,567,3,5,4
577,0.28,62.0,55.0,4.21,4.23,2.62,522,4,4,7
578,1.2,62.8,54.5,6.75,6.79,4.25,6652,4,5,4
579,1.51,62.4,58.0,7.27,7.32,4.55,7136,4,6,2
580,0.31,63.1,58.0,4.34,4.31,2.73,628,4,4,5
581,1.51,59.9,58.0,7.53,7.46,4.49,9471,3,2,3
582,0.71,61.8,59.0,5.7,5.75,3.54,2792,3,1,2
583,0.58,59.7,59.0,5.42,5.33,3.21,1439,3,4,5
584,1.05,59.5,59.0,6.65,6.59,3.94,4742,3,1,3
585,0.36,62.8,57.0,4.55,4.52,2.85,1053,2,3,6
586,0.57,62.6,56.0,5.29,5.26,3.3,1915,3,3,2
587,0.56,61.0,55.0,5.33,5.35,3.26,1708,2,2,5
588,0.52,61.6,59.0,5.14,5.16,3.17,1576,3,1,5
589,0.31,63.2,58.0,4.33,4.31,2.73,628,4,4,5
590,1.51,63.3,56.0,7.3,7.26,4.61,14482,4,1,5
591,0.41,62.4,54.0,4.74,4.78,2.97,1367,2,3,1
592,1.0,64.0,58.0,6.24,6.2,3.99,5376,1,1,5
593,1.04,62.5,58.0,6.46,6.37,4.01,8946,3,2,7
594,1.04,61.6,58.0,6.52,6.46,4.0,4811,3,0,3
595,1.1,58.6,57.0,6.82,6.8,3.99,5692,2,2,5
596,1.21,62.2,60.0,6.79,6.75,4.21,7611,3,3,5
597,1.1,61.5,57.0,6.61,6.66,4.08,8020,4,3,6
598,0.42,62.1,57.0,4.77,4.8,2.97,1031,2,3,7
599,1.51,62.8,55.0,7.32,7.29,4.59,10502,2,4,2
600,0.31,61.0,57.0,4.38,4.39,2.67,884,2,2,6
601,0.71,60.5,60.0,5.81,5.73,3.49,2224,3,4,3
602,1.09,61.7,57.0,6.58,6.62,4.07,8730,2,2,4
603,1.2,62.7,59.0,6.7,6.67,4.19,9139,3,1,5
604,0.38,62.1,55.4,4.63,4.68,2.89,714,2,4,4
605,0.79,59.2,58.0,6.05,6.07,3.59,2346,1,4,3
606,1.17,59.6,62.0,6.88,6.82,4.08,6336,4,4,2
607,1.24,63.1,60.0,6.79,6.74,4.27,3791,4,6,3
608,0.4,61.1,55.0,4.75,4.78,2.91,868,2,4,7
609,0.34,60.6,56.0,4.51,4.54,2.74,626,2,0,2
610,0.3,61.4,56.0,4.33,4.36,2.67,621,2,1,5
611,0.42,59.8,58.0,4.88,4.85,2.91,1235,3,3,6
612,1.29,60.9,59.0,6.99,7.04,4.27,7463,2,3,2
613,1.23,62.3,58.0,6.8,6.84,4.25,5894,2,2,3
614,0.31,62.1,56.0,4.35,4.32,2.69,872,2,2,4
615,0.3,62.5,53.2,4.29,4.34,2.69,486,2,4,5
616,0.3,62.5,57.0,4.3,4.31,2.69,475,2,2,2
617,1.03,63.6,57.0,6.38,6.29,4.03,2855,1,6,2
618,0.36,61.5,59.0,4.57,4.6,2.82,727,3,1,4
619,0.73,61.4,56.0,5.82,5.78,3.56,2943,2,0,2
620,0.75,60.2,59.0,5.92,5.88,3.55,2329,3,4,2
621,0.35,61.6,56.0,4.53,4.49,2.78,827,2,0,2
622,0.27,61.5,55.0,4.18,4.21,2.58,490,2,3,5
623,0.9,65.7,58.0,6.02,5.97,3.94,3806,0,3,4
624,0.38,62.2,59.0,4.63,4.67,2.89,866,3,1,5
625,1.12,60.9,57.0,6.79,6.68,4.1,9126,3,3,1
626,0.51,62.0,56.0,5.12,5.14,3.18,1385,2,1,3
627,1.36,62.1,55.0,7.18,7.13,4.44,11793,2,0,5
628,0.8,62.1,57.0,5.95,6.0,3.71,3494,2,3,5
629,0.34,61.0,60.0,4.48,4.51,2.74,537,3,5,4
630,0.3,63.8,56.0,4.3,4.26,2.73,574,1,3,2
631,0.82,59.7,57.0,6.14,6.12,3.66,2867,3,2,3
632,0.39,60.8,56.0,4.72,4.75,2.88,698,2,5,5
633,0.32,62.6,56.0,4.41,4.37,2.75,540,2,2,3
634,0.54,61.0,57.0,5.25,5.28,3.21,1957,2,3,4
635,0.91,64.1,62.0,6.01,6.06,3.87,3408,1,0,3
636,0.37,60.8,56.0,4.67,4.71,2.85,603,2,5,4
637,0.32,62.0,55.0,4.38,4.42,2.73,758,2,0,5
638,1.04,59.6,59.0,6.56,6.59,3.92,5662,4,1,2
639,0.53,61.1,54.0,5.26,5.29,3.22,1655,2,2,5
640,0.23,60.4,61.0,3.93,3.95,2.38,505,4,2,7
641,1.0,67.0,55.0,6.25,6.12,4.16,2912,0,4,3
642,0.25,63.3,56.0,4.01,4.05,2.55,436,4,1,5
643,0.32,62.3,55.0,4.39,4.41,2.74,559,2,3,4
644,0.25,64.2,58.0,3.96,4.01,2.56,548,4,2,6
645,0.3,62.0,57.0,4.26,4.29,2.65,764,2,4,1
646,2.19,60.6,57.0,8.39,8.35,5.07,18475,2,4,2
647,0.92,62.1,59.0,6.21,6.26,3.87,3854,4,2,3
648,1.03,61.8,59.0,6.43,6.48,3.99,4414,4,2,3
649,1.14,59.9,57.0,6.78,6.81,4.07,5053,4,4,5
650,0.53,61.9,55.0,5.19,5.21,3.22,1639,2,2,2
651,0.9,62.4,56.0,6.14,6.19,3.85,3500,2,3,3
652,0.52,62.1,57.0,5.13,5.17,3.2,1911,2,3,7
653,0.55,62.2,55.0,5.26,5.29,3.28,1238,2,5,4
654,0.83,61.9,58.0,6.05,6.01,3.73,3408,3,2,5
655,0.73,62.9,59.0,5.7,5.78,3.61,3606,4,3,6
656,2.01,61.4,56.0,8.19,8.13,5.01,18295,3,4,2
657,0.34,60.5,59.0,4.48,4.54,2.73,626,3,5,6
658,1.06,62.0,58.0,6.5,6.57,4.05,5783,3,4,5
659,1.01,62.0,58.0,6.36,6.39,3.95,7597,2,3,7
660,0.9,60.8,55.0,6.25,6.28,3.81,3552,4,2,3
661,0.58,61.9,56.0,5.35,5.38,3.32,2380,2,2,7
662,0.31,58.9,61.0,4.46,4.43,2.62,586,3,4,5
663,1.01,67.3,62.0,6.09,6.03,4.08,3597,0,2,3
664,1.0,63.7,57.0,6.32,6.36,4.04,3906,1,2,3
665,1.07,63.8,57.0,6.54,6.47,4.15,5758,1,4,5
666,0.38,60.6,57.0,4.73,4.7,2.85,1117,2,4,4
667,0.27,59.5,56.0,4.2,4.31,2.53,470,4,1,5
668,0.36,60.3,59.0,4.62,4.57,2.77,446,3,2,3
669,1.36,58.4,59.0,7.4,7.27,4.28,6157,3,6,5
670,1.2,62.8,58.0,6.73,6.8,4.25,5567,4,4,2
671,0.9,58.7,60.0,6.28,6.35,3.71,3709,4,5,5
672,1.19,64.9,58.0,6.64,6.55,4.28,5198,0,5,2
673,0.41,59.8,57.0,4.85,4.81,2.89,1061,2,3,5
674,0.25,61.6,57.0,4.05,4.08,2.5,633,4,2,7
675,1.21,62.4,60.0,6.73,6.79,4.22,7279,4,4,4
676,1.45,60.6,60.0,7.27,7.16,4.37,8550,3,4,4
677,0.51,63.0,61.0,5.08,4.99,3.17,1056,3,3,3
678,1.0,60.8,59.0,6.44,6.38,3.9,4234,3,2,2
679,0.7,63.6,58.0,5.59,5.57,3.55,2117,1,5,5
680,0.35,60.9,58.0,4.54,4.56,2.77,763,4,0,4
681,0.58,61.3,56.0,5.36,5.4,3.3,2256,2,3,6
682,0.66,59.8,60.9,5.62,5.68,3.38,1978,1,4,4
683,2.12,62.3,58.0,8.25,8.16,5.12,12693,3,4,3
684,0.9,63.4,59.0,6.08,6.13,3.87,4135,4,3,5
685,1.01,61.4,58.0,6.39,6.44,3.94,9810,4,2,6
686,0.44,62.6,56.0,4.9,4.84,3.05,1040,2,1,2
687,0.32,59.7,59.0,4.48,4.43,2.66,540,3,2,3
688,0.55,61.3,56.0,5.28,5.32,3.25,2251,2,0,4
689,0.71,61.4,58.0,5.7,5.76,3.52,2559,2,5,7
690,1.22,59.8,59.0,6.96,6.92,4.15,8417,3,2,5
691,0.99,61.8,57.0,6.4,6.42,3.96,4763,2,5,2
692,1.01,62.8,57.0,6.37,6.41,4.01,5499,4,1,2
693,0.35,62.2,58.0,4.5,4.47,2.79,921,3,1,4
694,0.4,60.2,60.0,4.78,4.82,2.89,997,2,3,6
695,0.36,61.9,56.0,4.59,4.55,2.83,608,3,3,3
696,0.58,63.4,57.0,5.29,5.34,3.37,1356,2,0,3
697,0.51,61.4,58.0,5.09,5.14,3.14,1284,4,1,2
698,1.01,63.4,62.0,6.25,6.18,3.94,4072,4,5,2
699,0.72,61.8,56.0,5.75,5.78,3.56,3708,2,4,6
700,0.41,61.8,57.0,4.76,4.78,2.95,935,2,1,5
701,1.21,61.0,58.0,6.9,6.83,4.19,7142,3,4,5
702,0.4,62.3,54.0,4.74,4.77,2.96,741,2,3,2
703,0.7,58.3,62.0,5.78,5.84,3.39,2563,4,0,2
704,0.32,61.7,55.6,4.41,4.43,2.73,529,2,5,4
705,1.52,62.3,55.1,7.29,7.39,4.58,11971,2,2,2
706,0.3,61.0,60.0,4.35,4.3,2.64,709,3,0,2
707,1.17,62.1,57.0,6.74,6.81,4.21,4617,2,6,2
708,2.06,61.0,58.0,8.24,8.19,5.01,15517,3,5,2
709,1.2,62.5,56.0,6.84,6.79,4.26,6742,2,4,2
710,0.6,60.4,57.0,5.49,5.53,3.33,2019,2,0,5
711,1.01,63.2,61.0,6.35,6.33,4.01,6529,4,3,4
712,0.32,63.4,56.0,4.36,4.38,2.77,477,1,0,3
713,0.33,62.1,55.0,4.44,4.41,2.75,891,2,5,1
714,1.24,61.8,55.0,6.85,6.89,4.25,10946,2,3,4
715,1.0,62.7,60.0,6.3,6.24,3.93,4469,3,4,2
716,2.01,63.8,57.0,7.95,7.91,5.06,13976,1,5,2
717,1.01,63.4,59.0,6.32,6.26,3.99,4299,4,1,3
718,1.13,62.0,57.0,6.73,6.66,4.15,5050,2,4,2
719,0.42,62.0,58.0,4.85,4.82,3.0,926,3,1,2
720,0.79,61.8,56.0,5.93,5.91,3.66,2831,2,3,2
721,0.5,58.5,62.0,5.23,5.27,3.07,2052,1,2,7
722,1.04,59.5,58.0,6.58,6.67,3.94,4890,3,4,2
723,0.78,62.2,56.0,5.85,5.91,3.66,3668,4,0,5
724,0.38,62.2,57.0,4.66,4.63,2.89,1140,2,0,4
725,1.7,62.4,58.0,7.61,7.56,4.73,10910,3,5,5
726,0.52,61.0,55.0,5.19,5.23,3.18,1586,2,1,2
727,1.5,61.3,56.0,7.39,7.43,4.55,17176,2,3,7
728,1.21,59.1,59.0,6.95,6.99,4.12,7113,4,4,5
729,1.35,62.1,54.0,7.15,7.09,4.42,4082,3,6,2
730,0.65,61.4,60.0,5.54,5.57,3.41,3228,2,0,7
731,0.53,61.8,57.0,5.18,5.22,3.21,2247,2,3,1
732,1.29,62.3,54.4,6.93,7.0,4.34,10727,2,2,4
733,0.55,62.7,57.0,5.23,5.17,3.26,1712,2,5,6
734,0.41,62.8,59.0,4.75,4.74,2.98,969,3,1,2
735,1.36,62.0,59.0,7.1,7.06,4.39,7592,3,5,4
736,0.34,62.3,59.0,4.46,4.49,2.79,1014,3,3,1
737,2.01,62.7,59.0,8.03,8.08,5.05,17688,3,4,2
738,0.38,60.7,56.0,4.75,4.74,2.88,1069,2,4,6
739,1.16,62.2,55.0,6.79,6.74,4.21,5554,2,4,2
740,2.01,60.5,61.0,8.14,8.09,4.91,16287,3,4,3
741,0.31,61.7,55.8,4.35,4.39,2.69,652,2,4,7
742,0.77,61.6,59.0,5.9,5.85,3.62,2657,3,3,2
743,2.75,60.9,57.0,9.04,8.98,5.49,13156,2,0,0
744,2.01,62.3,60.0,7.97,7.95,4.96,14558,3,4,3
745,1.06,61.2,57.0,6.59,6.51,4.01,4682,2,0,3
746,0.51,61.6,54.0,5.16,5.19,3.19,1599,2,3,4
747,0.56,61.9,57.0,5.3,5.26,3.27,2066,2,0,5
748,0.77,61.0,57.0,5.95,5.92,3.62,2360,2,1,3
749,1.51,65.0,59.0,6.99,7.07,4.57,8681,0,3,2
750,0.47,61.3,56.0,5.03,5.05,3.09,1441,2,3,6
751,0.44,61.5,56.0,4.92,4.9,3.02,1155,2,1,4
752,0.9,60.3,56.0,6.29,6.21,3.77,4209,3,1,2
753,0.9,62.5,57.0,6.18,6.13,3.84,5080,2,3,4
754,0.45,61.5,61.0,4.9,4.95,3.03,729,4,2,3
755,1.02,61.4,57.0,6.45,6.49,3.98,7055,2,3,4
756,0.46,60.7,57.0,4.98,5.03,3.04,1453,2,3,6
757,1.0,61.7,59.0,6.41,6.36,3.94,4144,3,4,2
758,1.01,60.5,58.0,6.47,6.39,3.89,4578,3,4,2
759,0.38,62.0,54.0,4.65,4.68,2.89,865,2,2,4
760,1.03,62.0,59.0,6.45,6.48,4.01,5523,3,4,4
761,0.76,61.4,57.0,5.85,5.88,3.6,3038,2,4,5
762,0.52,61.8,54.0,5.17,5.19,3.2,950,2,5,2
763,0.38,62.4,59.0,4.63,4.6,2.88,1140,3,0,4
764,0.52,62.3,56.0,5.14,5.16,3.21,2333,2,2,6
765,0.31,61.2,55.0,4.36,4.46,2.7,734,2,0,5
766,0.71,64.5,55.6,5.58,5.61,3.6,2282,1,2,3
767,0.36,62.4,55.0,4.58,4.55,2.85,810,2,1,2
768,2.03,63.2,60.0,7.94,7.88,5.0,16043,4,6,7
769,0.3,62.4,57.0,4.27,4.29,2.67,499,2,1,2
770,0.5,59.3,56.0,5.25,5.3,3.13,2168,4,1,7
771,0.58,63.3,58.0,5.26,5.29,3.34,1117,4,3,3
772,0.31,62.6,60.0,4.29,4.33,2.7,625,3,4,7
773,0.9,63.8,59.0,6.05,6.02,3.85,3246,1,3,3
774,0.91,65.3,62.0,6.11,6.01,3.96,3278,0,4,2
775,0.32,61.5,56.0,4.4,4.41,2.71,449,2,5,5
776,1.56,62.6,58.0,7.36,7.44,4.63,12226,3,0,2
777,0.42,61.9,54.2,4.8,4.82,2.98,1094,2,4,6
778,0.63,61.1,56.0,5.52,5.58,3.39,1779,2,0,2
779,0.34,62.2,54.2,4.44,4.47,2.78,816,2,1,4
780,0.23,58.1,63.0,4.08,4.04,2.36,600,4,2,7
781,2.09,63.4,55.0,8.11,8.18,5.16,18472,1,2,3
782,0.74,60.0,57.0,5.85,5.89,3.52,2839,4,1,2
783,0.5,62.9,56.0,5.03,5.08,3.18,1569,4,4,7
784,0.53,62.3,56.0,5.24,5.2,3.25,2045,2,2,7
785,1.19,63.4,56.0,6.69,6.56,4.2,3739,4,3,3
786,1.13,59.9,57.0,6.8,6.76,4.06,4271,3,5,3
787,0.78,60.0,60.0,5.93,5.92,3.62,2489,3,4,2
788,1.58,60.2,61.0,7.55,7.51,4.53,4459,3,5,0
789,0.61,61.2,58.0,5.45,5.43,3.33,1588,3,4,2
790,1.0,57.9,59.0,6.65,6.51,3.8,3752,1,1,3
791,0.38,61.8,54.0,4.69,4.67,2.9,969,2,3,2
792,1.01,61.5,58.0,6.41,6.46,3.96,6244,3,2,5
793,0.36,61.7,57.0,4.59,4.55,2.82,878,2,1,5
794,0.34,63.2,55.0,4.49,4.46,2.83,765,4,1,2
795,0.77,62.4,56.0,5.84,5.9,3.66,2875,2,4,2
796,0.4,64.7,58.0,4.67,4.63,3.01,857,0,2,2
797,1.4,62.6,58.0,7.03,7.07,4.41,11262,4,3,4
798,1.71,62.8,57.0,7.58,7.55,4.75,6320,2,6,2
799,0.41,63.0,57.0,4.64,4.7,2.94,717,4,0,2
800,1.13,62.0,58.0,6.67,6.71,4.15,5179,4,4,3
801,0.38,59.2,61.0,4.67,4.72,2.78,633,4,0,3
802,0.9,63.3,54.0,6.19,6.11,3.89,4309,4,3,5
